1016	{Name} winkt.
1017	{Name} bietet eine förmliche Begrüßung an.
1018	{Name} weint.
1019	{Name} lacht herzlich.
1020	{Name} jubelt triumphierend.
1021	{Name} tanzt.
1022	{Name} verspottet einen Gegner.
1023	{Name} applaudiert.
1024	{Name} bittet um Verzeihung.
1025	{Name} grübelt einen Moment lang.
1026	{Name} äußert seine immer währende Liebe.
1027	{Name} fordert einen Angriff.
1028	{Name} verweist auf etwas.
1029	{Name} errötet vor Scham.
1030	{Name} gestikuliert verärgert.
1038	{Name} setzt sich hin.
1039	{Name} steht auf.
1043	{Name} verbeugt sich respektvoll.
1044	{Name} tanzt vor Vergnügen.
1045	{Name} lässt sich nieder.
1046	{Name} wünscht Frieden.
1051	{Name} verbeugt sich respektvoll.
1052	{Name} salutiert.
1053	{Name} genießt den Tag am Strand.
1054	{Name} führt eine Tanznummer auf.
1055	{Name} übt tanzen.
