1016	{Name} fait un signe de la main.
1017	{Name} vous salue de manière formelle.
1018	{Name} pleure.
1019	{Name} rit à gorge déployée.
1020	{Name} pousse des cris d'encouragement.
1021	{Name} danse.
1022	{Name} se moque d'un ennemi.
1023	{Name} applaudit.
1024	{Name} implore le pardon.
1025	{Name} réfléchit un moment.
1026	{Name} déclare son amour éternel.
1027	{Name} exige une attaque.
1028	{Name} indiquer quelque chose.
1029	{Name} rougit timidement.
1030	{Name} s'agite furieusement.
1038	{Name} s'assoit.
1039	{Name} se lève.
1043	{Name} s'incline avec respect.
1044	{Name} danse pour célébrer l'évènement.
1045	{Name} s'installe sur un siège.
1046	{Name} vous souhaite la paix.
1051	{Name} s'incline avec respect.
