1016	{Name} машет рукой.
1017	{Name} официально здоровается.
1018	{Name} плачет.
1019	{Name} смеется от всего сердца.
1020	{Name} победно восклицает.
1021	{Name} танцует.
1022	{Name} насмехается над врагом.
1023	{Name} аплодирует.
1024	{Name} умоляет о прощении.
1025	{Name} задумывается на мгновение.
1026	{Name} выражает вечную любовь.
1027	{Name} призывает в атаку.
1028	{Name} указывает на что-то.
1029	{Name} смущенно краснеет.
1030	{Name} сердито жестикулирует.
1038	{Name} садится.
1039	{Name} встает.
1043	{Name} уважительно кланяется.
1044	{Name} танцует от радости.
1045	{Name} устраивается поудобнее.
1046	{Name} желает вам мира.
1051	{Name} уважительно кланяется.
